"region","egalDem","suff","eduEqual","womenRep"
"The West",0.780609848484848,1,1.00452967245776,30.4264125878441
"Latin America",0.430878181818182,1,1.01212968768143,24.4856774162517
"Eastern Europe",0.438237878787879,1,0.997269715643624,20.433333101255
"Africa",0.278289946140036,0.988346499102334,0.922819527043136,19.813995374573
"Asia",0.310142857142857,0.991071428571429,0.969393630888288,15.8159654722467
"Middle East",0.206807860262009,0.878774617067834,0.978211409329249,11.9884906945237
